pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=128,sr<=15%,kvB<=16k,kp=0,-0.0127,4
0,n<=128,sr<=15%,kvB<=1k,kp=0,-0.011,4
0,n<=128,sr<=15%,kvB<=4k,kp=0,-0.0218,4
0,n<=128,sr<=40%,kvB<=16k,kp=0,-0.0537,2
0,n<=128,sr<=40%,kvB<=1k,kp=0,-0.0393,2
0,n<=128,sr<=40%,kvB<=4k,kp=0,-0.0587,2
0,n<=128,sr<=5%,kvB<=16k,kp=0,0.0241,8
0,n<=128,sr<=5%,kvB<=1k,kp=0,-0.0055,8
0,n<=128,sr<=5%,kvB<=4k,kp=0,0.0187,8
0,n<=128,sr<=70%,kvB<=16k,kp=0,-0.1418,2
0,n<=128,sr<=70%,kvB<=1k,kp=0,-0.132,2
0,n<=128,sr<=70%,kvB<=4k,kp=0,-0.1463,2
0,n<=128,sr>70%,kvB<=16k,kp=0,-0.3763,4
0,n<=128,sr>70%,kvB<=1k,kp=0,-0.2099,4
0,n<=128,sr>70%,kvB<=4k,kp=0,-0.3685,4
0,n<=16,sr<=15%,kvB<=16k,kp=0,0.0687,4
0,n<=16,sr<=15%,kvB<=1k,kp=0,0.0022,4
0,n<=16,sr<=15%,kvB<=4k,kp=0,0.0572,4
0,n<=16,sr<=40%,kvB<=16k,kp=0,0.0085,4
0,n<=16,sr<=40%,kvB<=1k,kp=0,0.0703,4
0,n<=16,sr<=40%,kvB<=4k,kp=0,-0.0017,4
0,n<=16,sr<=70%,kvB<=16k,kp=0,-0.0138,2
0,n<=16,sr<=70%,kvB<=1k,kp=0,-0.0682,2
0,n<=16,sr<=70%,kvB<=4k,kp=0,-0.0506,2
0,n<=16,sr>70%,kvB<=16k,kp=0,-0.0196,4
0,n<=16,sr>70%,kvB<=1k,kp=0,-0.0311,4
0,n<=16,sr>70%,kvB<=4k,kp=0,0.1722,4
0,n<=2,sr<=70%,kvB<=16k,kp=0,-0.1395,2
0,n<=2,sr<=70%,kvB<=1k,kp=0,0.3658,2
0,n<=2,sr<=70%,kvB<=4k,kp=0,0.208,2
0,n<=256,sr<=15%,kvB<=16k,kp=0,-0.0123,4
0,n<=256,sr<=15%,kvB<=1k,kp=0,0.0082,4
0,n<=256,sr<=15%,kvB<=4k,kp=0,-0.0115,4
0,n<=256,sr<=40%,kvB<=16k,kp=0,-0.0255,2
0,n<=256,sr<=40%,kvB<=1k,kp=0,0.016,2
0,n<=256,sr<=40%,kvB<=4k,kp=0,-0.0276,2
