prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.363
0,0,1,32,12.416
0,0,1,64,12.4907
0,0,1,128,17.8133
0,0,1,256,18.2293
0,0,1,512,19.8507
0,0,1,1024,23.8723
0,0,1,2048,34.9227
0,0,1,4096,49.7283
0,0,1,8192,80.287
0,0,1,16384,136.885
0,0,2,16,18.1227
0,0,2,32,18.2187
0,0,2,64,18.453
0,0,2,128,22.1977
0,0,2,256,23.328
0,0,2,512,27.0397
0,0,2,1024,36.7893
0,0,2,2048,51.9893
0,0,2,4096,82.3673
0,0,2,8192,136.992
0,0,2,16384,248.363
0,0,4,16,18.592
0,0,4,32,18.9967
0,0,4,64,19.3057
0,0,4,128,23.2213
0,0,4,256,27.9463
0,0,4,512,36.3413
0,0,4,1024,51.3493
0,0,4,2048,80.5433
0,0,4,4096,134.87
0,0,4,8192,242.932
0,0,4,16384,459.146
0,0,8,16,18.9657
0,0,8,32,19.5307
0,0,8,64,20.6083
0,0,8,128,29.824
0,0,8,256,39.1573
0,0,8,512,53.248
0,0,8,1024,83.1147
0,0,8,2048,141.333
0,0,8,4096,253.952
0,0,8,8192,466.101
0,0,8,16384,909.611
0,0,16,16,24.5757
0,0,16,32,25.3547
0,0,16,64,27.4237
0,0,16,128,37.9737
0,0,16,256,54.1973
0,0,16,512,86.6877
0,0,16,1024,145.547
0,0,16,2048,260.138
0,0,16,4096,490.986
0,0,16,8192,915.403
0,0,16,16384,1818.91
0,0,32,16,35.4127
0,0,32,32,36.128
0,0,32,64,39.691
0,0,32,128,61.12
0,0,32,256,95.0617
0,0,32,512,158.645
0,0,32,1024,280.874
0,0,32,2048,522.741
0,0,32,4096,1014.24
0,0,32,8192,2006.72
0,0,32,16384,4002.09
0,0,64,16,55.9253
0,0,64,32,57.6427
0,0,64,64,61.9513
0,0,64,128,98.5263
0,0,64,256,159.615
0,0,64,512,283.423
0,0,64,1024,517.791
0,0,64,2048,985.674
0,0,64,4096,1924.7
0,0,64,8192,3826.83
0,0,64,16384,7652.34
0,0,128,16,94.421
