prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.5877
0,0,1,32,12.6083
0,0,1,64,12.6837
0,0,1,128,18.0373
0,0,1,256,18.2193
0,0,1,512,18.8163
0,0,1,1024,20.4377
0,0,1,2048,27.2643
0,0,1,4096,33.8787
0,0,1,8192,50.946
0,0,1,16384,76.525
0,0,2,16,18.3263
0,0,2,32,18.3697
0,0,2,64,18.507
0,0,2,128,21.9957
0,0,2,256,22.38
0,0,2,512,23.6053
0,0,2,1024,29.5153
0,0,2,2048,36.3107
0,0,2,4096,52.4487
0,0,2,8192,75.9493
0,0,2,16384,124.217
0,0,4,16,18.1663
0,0,4,32,18.3367
0,0,4,64,18.3687
0,0,4,128,22.3163
0,0,4,256,22.9773
0,0,4,512,29.4627
0,0,4,1024,37.857
0,0,4,2048,51.65
0,0,4,4096,80.5353
0,0,4,8192,123.704
0,0,4,16384,218.215
0,0,8,16,18.3153
0,0,8,32,18.5077
0,0,8,64,18.902
0,0,8,128,22.913
0,0,8,256,29.217
0,0,8,512,37.7183
0,0,8,1024,49.8893
0,0,8,2048,74.1897
0,0,8,4096,121.647
0,0,8,8192,215.217
0,0,8,16384,403.074
0,0,16,16,18.912
0,0,16,32,19.4777
0,0,16,64,20.0327
0,0,16,128,30.0277
0,0,16,256,38.5613
0,0,16,512,51.6063
0,0,16,1024,74.4987
0,0,16,2048,120.931
0,0,16,4096,214.333
0,0,16,8192,404.641
0,0,16,16384,779.565
0,0,32,16,25.3877
0,0,32,32,26.038
0,0,32,64,27.318
0,0,32,128,36.6517
0,0,32,256,51.138
0,0,32,512,75.384
0,0,32,1024,121.742
0,0,32,2048,218.045
0,0,32,4096,407.212
0,0,32,8192,781.688
0,0,32,16384,1537.05
0,0,64,16,37.313
0,0,64,32,38.23
0,0,64,64,41.239
0,0,64,128,57.2393
0,0,64,256,83.1067
0,0,64,512,133.765
0,0,64,1024,225.927
0,0,64,2048,414.498
0,0,64,4096,790.509
0,0,64,8192,1551.06
0,0,64,16384,3054.76
0,0,128,16,61.965
0,0,128,32,64.4393
0,0,128,64,68.3643
0,0,128,128,102.105
0,0,128,256,146.138
0,0,128,512,240.124
0,0,128,1024,425.762
0,0,128,2048,803.81
0,0,128,4096,1562.1
0,0,128,8192,3090.46
0,0,128,16384,6097.49
0,0,256,16,115.62
0,0,256,32,118.585
0,0,256,64,124.515
0,0,256,128,184.198
0,0,256,256,262.942
0,0,256,512,445.143
0,0,256,1024,819.033
0,0,256,2048,1571.1
0,0,256,4096,3081.68
0,0,256,8192,6131.54
0,0,256,16384,12174.1
16,0,0,0,12.6937
16,0,1,16,12.79
16,0,1,32,12.7683
16,0,1,64,12.8857
16,0,1,128,15.3823
16,0,1,256,19.0197
16,0,1,512,26.358
16,0,1,1024,41.2923
16,0,1,2048,70.8923
16,0,1,4096,130.724
16,0,1,8192,248.765
16,0,1,16384,484.536
16,0,2,16,12.8963
16,0,2,32,12.8543
16,0,2,64,12.875
16,0,2,128,15.488
16,0,2,256,19.2757
16,0,2,512,26.8377
16,0,2,1024,42.049
16,0,2,2048,72.6843
16,0,2,4096,131.822
16,0,2,8192,249.479
16,0,2,16384,487.46
16,0,4,16,18.4857
16,0,4,32,18.5603
16,0,4,64,18.8593
16,0,4,128,24.193
16,0,4,256,31.8727
16,0,4,512,39.841
16,0,4,1024,55.0203
16,0,4,2048,84.9623
16,0,4,4096,144.121
16,0,4,8192,260.295
16,0,4,16384,495.449
16,0,8,16,23.9583
16,0,8,32,24.1287
16,0,8,64,24.555
16,0,8,128,33.4407
16,0,8,256,44.556
16,0,8,512,60.717
16,0,8,1024,91.3203
16,0,8,2048,150.137
16,0,8,4096,270.013
16,0,8,8192,502.958
16,0,8,16384,983.185
