prefill_chunk,kv_prefill,n_decode,kv_decode,time_us
0,0,1,16,12.2447
0,0,1,32,12.299
0,0,1,64,12.3953
0,0,1,128,17.5997
0,0,1,256,17.7603
0,0,1,512,18.347
0,0,1,1024,20.171
0,0,1,2048,24.896
0,0,1,4096,35.9783
0,0,1,8192,51.4773
0,0,1,16384,86.2833
0,0,2,16,18.1973
0,0,2,32,18.176
0,0,2,64,18.3787
0,0,2,128,21.8347
0,0,2,256,22.1657
0,0,2,512,23.7013
0,0,2,1024,27.6913
0,0,2,2048,37.6433
0,0,2,4096,52.981
0,0,2,8192,83.435
0,0,2,16384,139.457
0,0,4,16,18.1127
0,0,4,32,18.133
0,0,4,64,18.3677
0,0,4,128,22.0807
0,0,4,256,23.0933
0,0,4,512,26.7843
0,0,4,1024,36.138
0,0,4,2048,51.0613
0,0,4,4096,80.9927
0,0,4,8192,135.893
0,0,4,16384,247.371
0,0,8,16,18.155
0,0,8,32,18.4207
0,0,8,64,18.8693
0,0,8,128,22.8587
0,0,8,256,28.8853
0,0,8,512,35.5737
0,0,8,1024,50.8487
0,0,8,2048,80.438
0,0,8,4096,134.4
0,0,8,8192,242.624
0,0,8,16384,462.283
0,0,16,16,18.8163
0,0,16,32,19.413
0,0,16,64,20.2557
0,0,16,128,29.0667
0,0,16,256,37.547
0,0,16,512,52.896
0,0,16,1024,81.6533
0,0,16,2048,138.667
0,0,16,4096,250.88
0,0,16,8192,465.238
0,0,16,16384,913.867
0,0,32,16,24.492
0,0,32,32,25.0983
0,0,32,64,27.2537
0,0,32,128,37.344
0,0,32,256,53.3443
0,0,32,512,83.477
0,0,32,1024,139.468
0,0,32,2048,251.51
0,0,32,4096,479.83
0,0,32,8192,915.533
0,0,32,16384,1818.54
0,0,64,16,34.7197
0,0,64,32,35.339
0,0,64,64,37.9733
0,0,64,128,60.758
0,0,64,256,97.3867
0,0,64,512,160.523
0,0,64,1024,287.148
0,0,64,2048,536.813
0,0,64,4096,1029.83
0,0,64,8192,2011.22
0,0,64,16384,4058.22
0,0,128,16,52.6833
0,0,128,32,54.582
0,0,128,64,59.5727
0,0,128,128,100.064
0,0,128,256,155.222
0,0,128,512,276.298
0,0,128,1024,510.583
0,0,128,2048,980.387
0,0,128,4096,1933.19
0,0,128,8192,3798.49
0,0,128,16384,7648.06
0,0,256,16,92.0113
0,0,256,32,93.5153
0,0,256,64,103.68
0,0,256,128,171.937
0,0,256,256,278.06
0,0,256,512,509.943
0,0,256,1024,971.534
0,0,256,2048,1889.83
0,0,256,4096,3741.77
0,0,256,8192,7440.46
0,0,256,16384,14870
16,0,0,0,12.8107
16,0,1,16,12.7573
16,0,1,32,12.7147
16,0,1,64,12.7257
16,0,1,128,15.0613
16,0,1,256,18.56
16,0,1,512,25.4933
16,0,1,1024,39.9253
16,0,1,2048,68.8317
16,0,1,4096,126.369
16,0,1,8192,240.779
16,0,1,16384,471.328
16,0,2,16,12.811
16,0,2,32,12.7143
16,0,2,64,12.779
16,0,2,128,15.2647
16,0,2,256,18.8167
16,0,2,512,25.984
16,0,2,1024,40.1707
16,0,2,2048,69.131
16,0,2,4096,126.741
16,0,2,8192,241.557
16,0,2,16384,473.901
16,0,4,16,12.9277
16,0,4,32,12.9173
16,0,4,64,12.9603
16,0,4,128,15.424
16,0,4,256,19.168
16,0,4,512,26.3473
16,0,4,1024,41.0883
16,0,4,2048,70.3467
16,0,4,4096,128.288
16,0,4,8192,245.228
16,0,4,16384,478.679
16,0,8,16,18.5813
16,0,8,32,18.72
16,0,8,64,18.816
16,0,8,128,24.3953
16,0,8,256,32.1597
16,0,8,512,46.474
16,0,8,1024,75.4987
16,0,8,2048,135.552
16,0,8,4096,253.845
16,0,8,8192,489.974
16,0,8,16384,964.419
16,0,16,16,29.056
16,0,16,32,29.3653
16,0,16,64,29.7923
16,0,16,128,41.5467
16,0,16,256,56.0323
16,0,16,512,85.8887
16,0,16,1024,147.105
16,0,16,2048,266.795
16,0,16,4096,511.957
16,0,16,8192,1024.1
16,0,16,16384,2091.58
16,0,32,16,45.0133
16,0,32,32,45.9733
16,0,32,64,46.6667
16,0,32,128,68.1177
16,0,32,256,97.4407
16,0,32,512,172.022
16,0,32,1024,305.42
16,0,32,2048,589.442
16,0,32,4096,1261.67
16,0,32,8192,2691.15
16,0,32,16384,5526.12
16,0,64,16,77.3863
16,0,64,32,79.2853
16,0,64,64,82.4213
16,0,64,128,131.584
16,0,64,256,226.411
16,0,64,512,436.738
16,0,64,1024,850.668
16,0,64,2048,1744.85
16,0,64,4096,3411.09
16,0,64,8192,7201.09
16,0,64,16384,14398.5
16,0,128,16,142.752
16,0,128,32,146.795
16,0,128,64,152.267
16,0,128,128,278.166
16,0,128,256,493.943
16,0,128,512,954.819
16,0,128,1024,1865.71
16,0,128,2048,3701.62
16,0,128,4096,7359.68
