pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
0,n<=64,sr<=15%,kvB<=16k,kp=0,0.0268,4
0,n<=64,sr<=15%,kvB<=1k,kp=0,0.0278,4
0,n<=64,sr<=15%,kvB<=4k,kp=0,0.0212,4
0,n<=64,sr<=40%,kvB<=16k,kp=0,-0.0055,2
0,n<=64,sr<=40%,kvB<=1k,kp=0,0.0193,2
0,n<=64,sr<=40%,kvB<=4k,kp=0,-0.0044,2
0,n<=64,sr<=5%,kvB<=16k,kp=0,0.0261,6
0,n<=64,sr<=5%,kvB<=1k,kp=0,0.0232,6
0,n<=64,sr<=5%,kvB<=4k,kp=0,0.0274,6
0,n<=64,sr<=70%,kvB<=16k,kp=0,-0.0352,2
0,n<=64,sr<=70%,kvB<=1k,kp=0,-0.0635,2
0,n<=64,sr<=70%,kvB<=4k,kp=0,-0.032,2
0,n<=64,sr>70%,kvB<=16k,kp=0,-0.1544,4
0,n<=64,sr>70%,kvB<=1k,kp=0,-0.0782,4
0,n<=64,sr>70%,kvB<=4k,kp=0,-0.1085,4
0,n<=8,sr<=15%,kvB<=16k,kp=0,0.0127,2
0,n<=8,sr<=15%,kvB<=1k,kp=0,0.0447,2
0,n<=8,sr<=15%,kvB<=4k,kp=0,-0.0274,2
0,n<=8,sr<=40%,kvB<=16k,kp=0,-0.0001,4
0,n<=8,sr<=40%,kvB<=1k,kp=0,0.0597,4
0,n<=8,sr<=40%,kvB<=4k,kp=0,-0.012,4
0,n<=8,sr<=70%,kvB<=16k,kp=0,-0.0229,2
0,n<=8,sr<=70%,kvB<=1k,kp=0,0.1317,2
0,n<=8,sr<=70%,kvB<=4k,kp=0,-0.0613,2
0,n<=8,sr>70%,kvB<=16k,kp=0,0.0411,4
0,n<=8,sr>70%,kvB<=1k,kp=0,0.2359,4
0,n<=8,sr>70%,kvB<=4k,kp=0,-0.0005,4
16,n<=128,sr<=15%,kvB<=16k,kp<=1k,0.0021,4
16,n<=128,sr<=15%,kvB<=16k,kp<=2k,0.0022,4
16,n<=128,sr<=15%,kvB<=16k,kp<=4k,0.002,4
16,n<=128,sr<=15%,kvB<=16k,kp<=512,0.0021,4
16,n<=128,sr<=15%,kvB<=16k,kp<=8k,0.0017,4
16,n<=128,sr<=15%,kvB<=16k,kp=0,0.0021,4
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.0041,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,0.0027,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,0.0031,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.0045,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,0.0043,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.0033,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.0025,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.0019,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.0005,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.0019,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.0007,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.0023,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0006,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0004,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.0002,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.001,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0004,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,-0.001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.0006,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,0.0001,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.0011,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,0.0068,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.0017,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0003,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0004,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0003,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0007,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0011,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.0011,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.0034,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.0034,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.0033,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.0036,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.0029,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.0034,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.0003,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,-0.0006,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,0.0017,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.0004,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,0.0014,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.0012,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.004,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.0035,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.0013,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0042,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,0.001,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0039,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0005,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.001,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.0017,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0003,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0023,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0008,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0065,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.0008,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0049,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.0025,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.003,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0024,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0015,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0011,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0011,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0013,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,-0.0087,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0007,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,0.0065,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.0051,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.0036,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,0.0064,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.0014,4
16,n<=128,sr>70%,kvB<=16k,kp=0,0.0057,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.0005,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.0136,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.0189,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.0076,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.0209,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.0098,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,0.002,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,0.008,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,0.0047,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,0.0007,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,0.004,4
16,n<=128,sr>70%,kvB<=4k,kp=0,0.0027,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.0925,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.0858,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.0607,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.0927,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0155,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.0798,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0675,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,0.0275,4
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.0655,4
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.1235,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.0602,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.1408,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.093,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0785,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0266,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0778,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0227,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.0999,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.1068,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.085,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.0389,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.0899,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0441,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.1067,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0515,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.0019,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.0417,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.1201,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.0402,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.1278,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.0993,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.1325,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.1608,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.1103,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.1343,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.1316,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.248,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.2486,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.1741,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.2506,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.2303,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.3948,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.0138,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0808,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,0.0112,2
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.1161,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.0229,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.0188,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.3098,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.5163,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,0.6139,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.2344,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.6503,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.4636,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.7953,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.6521,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.6813,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.7086,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.7797,3
16,n<=16,sr>70%,kvB<=16k,kp=0,1.0326,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.6005,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.824,4
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.3139,4
16,n<=16,sr>70%,kvB<=1k,kp<=512,0.5079,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.618,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.3288,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,1.1511,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,1.7078,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,4.3392,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,1.0642,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,3.1826,4
16,n<=16,sr>70%,kvB<=4k,kp=0,1.5212,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9111,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9616,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.8355,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9839,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.0731,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.986,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.9473,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,-0.8699,2
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,-0.8126,2
16,n<=2,sr<=70%,kvB<=1k,kp<=512,-0.0437,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.706,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9215,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.7152,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,-0.0635,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,-0.958,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9685,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.9826,2
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9695,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.0332,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.0312,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.0323,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0302,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.0269,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.0432,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,0.0299,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,0.0242,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.0582,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.0497,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,0.0687,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.0703,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0798,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.0581,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,0.0746,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0579,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0803,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.0763,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.0623,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.0646,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.0673,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.0695,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.0691,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.0937,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,0.0805,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,0.1286,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,0.2233,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0916,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,0.2644,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.09,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.1546,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2017,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.1919,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.1632,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,0.1694,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.2287,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.0294,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.0203,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.0267,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.0189,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.0121,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.0432,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0099,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0061,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0273,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.0304,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0061,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.0454,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0443,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0282,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,0.0062,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.032,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0371,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0402,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.0952,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1133,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.1215,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.0583,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1148,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.167,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,0.3861,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,0.4494,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,0.4086,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,0.4158,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.4669,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.4126,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.201,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.247,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,0.22,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.2197,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.2772,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.3872,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.2512,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.1896,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.2104,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.2306,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.2671,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.341,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,1.4791,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,1.2089,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,1.5647,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,1.4104,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,1.3222,4
16,n<=32,sr>70%,kvB<=1k,kp=0,1.3688,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,0.5037,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,0.6127,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.6084,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,0.4847,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,0.6041,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.8268,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.3682,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.4443,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.5121,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.3243,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.4702,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.3122,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.1671,2
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-0.1665,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.1716,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.6852,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.1451,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.5009,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.545,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.486,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,-0.5485,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.471,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,-0.3252,2
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.3388,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.271,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.3088,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.3871,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.1845,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.686,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,-0.0001,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.7096,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.707,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.5061,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.8645,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.429,2
16,n<=4,sr<=70%,kvB<=1k,kp=0,0.5793,4
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.449,2
