pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.0121,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,-0.0002,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.0106,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,-0.0491,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,-0.0511,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,-0.048,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,-0.0519,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,-0.0453,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,-0.0512,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,-0.0626,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,-0.0069,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,0.0529,2
16,n<=128,sr<=70%,kvB<=1k,kp<=512,-0.075,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,0.0573,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,-0.0645,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,-0.0359,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,-0.0327,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,-0.0146,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,-0.0453,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,0.0781,2
16,n<=128,sr<=70%,kvB<=4k,kp=0,-0.0418,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,-0.1594,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,-0.1509,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,-0.1322,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,-0.164,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,-0.1199,4
16,n<=128,sr>70%,kvB<=16k,kp=0,-0.157,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,-0.0008,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.0197,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,0.2023,4
16,n<=128,sr>70%,kvB<=1k,kp<=512,-0.0203,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,0.1169,4
16,n<=128,sr>70%,kvB<=1k,kp=0,-0.0317,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,-0.1021,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,-0.0909,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,-0.084,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,-0.1011,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,-0.0241,4
16,n<=128,sr>70%,kvB<=4k,kp=0,-0.1153,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.9733,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.9734,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.9733,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.9703,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.9673,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.9713,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,0.0519,4
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.0425,3
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,-0.0095,3
16,n<=16,sr<=15%,kvB<=1k,kp<=512,0.8758,4
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,0.109,4
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.9049,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.9572,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.9449,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,0.0738,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.9529,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.2786,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.9524,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.9821,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.9826,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.9807,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.9806,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.9785,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.9806,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.0262,4
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,-0.0088,4
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,-0.0486,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.8948,4
16,n<=16,sr<=40%,kvB<=1k,kp<=8k,0.2609,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.9049,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.9648,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.9699,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.291,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.9566,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.2904,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.963,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,0.9706,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,0.9767,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,0.9771,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,0.9792,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.9757,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.9779,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.2079,2
16,n<=16,sr<=70%,kvB<=1k,kp<=2k,0.0014,2
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,-2.1933,1
16,n<=16,sr<=70%,kvB<=1k,kp<=512,0.8786,2
16,n<=16,sr<=70%,kvB<=1k,kp<=8k,0.4767,2
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.8796,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.9626,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,0.9543,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.1177,1
16,n<=16,sr<=70%,kvB<=4k,kp<=512,0.9502,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,-0.4296,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.9512,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.9788,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.9777,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.9829,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.9764,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.9676,4
16,n<=16,sr>70%,kvB<=16k,kp=0,0.9779,4
16,n<=16,sr>70%,kvB<=1k,kp<=1k,0.8665,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,0.1106,3
16,n<=16,sr>70%,kvB<=1k,kp<=4k,-0.1073,3
16,n<=16,sr>70%,kvB<=1k,kp<=512,0.9856,4
16,n<=16,sr>70%,kvB<=1k,kp<=8k,0.8635,4
16,n<=16,sr>70%,kvB<=1k,kp=0,0.9219,4
16,n<=16,sr>70%,kvB<=4k,kp<=1k,0.999,4
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.9983,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.8328,3
16,n<=16,sr>70%,kvB<=4k,kp<=512,1.0033,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,-0.1347,2
16,n<=16,sr>70%,kvB<=4k,kp=0,0.9811,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.9862,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.9856,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.9879,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.9857,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.9864,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.9856,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,-0.0416,2
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,0.0951,1
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,0.0078,1
16,n<=2,sr<=70%,kvB<=1k,kp<=512,0.9936,2
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,0.6386,2
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.9798,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.9942,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.9987,2
16,n<=2,sr<=70%,kvB<=4k,kp<=4k,0.3516,2
16,n<=2,sr<=70%,kvB<=4k,kp<=512,0.9976,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,-0.8217,1
16,n<=2,sr<=70%,kvB<=4k,kp=0,0.9991,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.4048,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.4058,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,0.3897,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.4022,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,0.2888,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.403,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,-0.0221,6
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,-0.0166,6
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,-0.0307,6
16,n<=32,sr<=15%,kvB<=1k,kp<=512,0.2924,6
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,-0.0078,6
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.3951,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.3878,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,0.2787,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,-0.0709,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.393,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,-0.0804,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.391,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.3144,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.3165,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.3036,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.3141,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,0.2451,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.3131,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,-0.1677,2
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,-0.1728,2
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,-0.1528,2
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.2458,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,-0.1568,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.3268,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,0.2962,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,0.2372,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,-0.2362,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.2924,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.2645,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.2943,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.4224,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.4237,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.4126,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.4242,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,0.2971,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.4261,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,-0.0112,2
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0022,2
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,-0.0143,2
16,n<=32,sr<=5%,kvB<=1k,kp<=512,0.2994,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,0.0144,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.4008,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.4156,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.2994,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0029,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.4216,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,-0.0143,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.431,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,0.1727,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,0.1632,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,0.1666,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,0.1628,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,0.1484,2
16,n<=32,sr<=70%,kvB<=16k,kp=0,0.1144,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,-0.5013,2
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.5841,2
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,-0.5564,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.0012,2
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,-0.5553,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.0302,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.1779,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,0.1523,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.4399,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,0.1834,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,-0.4897,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.1208,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,1.1574,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,1.1692,4
16,n<=32,sr>70%,kvB<=16k,kp<=4k,1.1678,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,1.1457,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,1.1499,4
16,n<=32,sr>70%,kvB<=16k,kp=0,0.999,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.4891,4
16,n<=32,sr>70%,kvB<=1k,kp<=2k,-1.4816,4
16,n<=32,sr>70%,kvB<=1k,kp<=4k,-1.2608,4
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.9053,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,-1.4863,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.8145,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,1.1105,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,1.0849,4
16,n<=32,sr>70%,kvB<=4k,kp<=4k,0.4169,4
16,n<=32,sr>70%,kvB<=4k,kp<=512,1.0714,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,-1.7652,4
16,n<=32,sr>70%,kvB<=4k,kp=0,0.9926,4
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.9837,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.984,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.9836,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.9836,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.9836,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.9841,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.0589,1
16,n<=4,sr<=40%,kvB<=1k,kp<=2k,-1.2509,2
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-0.2462,2
16,n<=4,sr<=40%,kvB<=1k,kp<=512,0.9709,2
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,0.0825,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.9785,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.9805,2
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.9809,2
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.1211,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.9787,2
16,n<=4,sr<=40%,kvB<=4k,kp<=8k,5.3333,1
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.981,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.9865,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.9857,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.9852,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.9873,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.992,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.9859,2
16,n<=4,sr<=70%,kvB<=1k,kp<=1k,-0.1144,2
16,n<=4,sr<=70%,kvB<=1k,kp<=2k,-0.4687,1
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,2.0909,1
16,n<=4,sr<=70%,kvB<=1k,kp<=512,0.9465,2
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,0.6398,1
